lemma,roleset_id,role,description
empty,empty.01,ARG0,causal agent
empty,empty.01,ARG1,container
empty,empty.01,ARG2,substance
emulate,emulate.01,ARG0,agent or entity competing
emulate,emulate.01,ARG1,entity emulated
enable,enable.01,ARG0,allower
enable,enable.01,ARG1,action allowed
enact,enact.01,ARG0,legislative body
enact,enact.01,ARG1,law
enact,enact.01,ARG2,redundant mention of law
encapsulate,encapsulate.01,ARG0,"encaser, agent"
encapsulate,encapsulate.01,ARG1,entity encapsulated
encase,encase.01,ARG0,putter
encase,encase.01,ARG1,thing in a case
encase,encase.01,ARG2,case
encircle,encircle.01,ARG0,causer of encirclement
encircle,encircle.01,ARG1,"thing encircling, being around"
encircle,encircle.01,ARG2,thing surrounded
enclose,enclose.01,ARG0,causative agent
enclose,enclose.01,ARG1,thing surrounding
enclose,enclose.01,ARG2,thing surrounded
encompass,encompass.01,ARG0,entity encompassing
encompass,encompass.01,ARG1,entity encompassed
encounter,encounter.01,ARG0,entity encountering something
encounter,encounter.01,ARG1,entity encountered
encourage,encourage.01,ARG0,convincer
encourage,encourage.01,ARG1,impelled agent
encourage,encourage.01,ARG2,impelled action
encourage,encourage.02,ARG0,outside agent
encourage,encourage.02,ARG1,thing favored
encourage,encourage.02,ARG2,instrument
encroach,encroach.01,ARG0,encroacher
encroach,encroach.01,ARG1,encroached-(up)on
encrust,encrust.01,ARG0,"entity adding crust, agent"
encrust,encrust.01,ARG1,thing with crust
encrust,encrust.01,ARG2,crust
encrypt,encrypt.01,ARG0,"scrambler, agent"
encrypt,encrypt.01,ARG1,information
encumber,encumber.01,ARG0,"loader, agent of encumberment"
encumber,encumber.01,ARG1,thing loaded
encumber,encumber.01,ARG2,cargo
end,end.01,ARG0,Intentional agent
end,end.01,ARG1,Thing ending
end,end.01,ARG2,"Explicit instrument, thing ended with"
end,end.01,ARGM,point at which something ends
end,end.02,ARG1,thing closing
end,end.02,ARG2,"EXT, amount-changed-by"
end,end.02,ARG3,start point
end,end.02,ARG4,end point
end_up,end.03,ARG1,entity changing
end_up,end.03,ARG2,new state
endanger,endanger.01,ARG0,"exposer to danger, agent"
endanger,endanger.01,ARG1,entity endangered
endeavor,endeavor.01,ARG0,"tryer, agent"
endeavor,endeavor.01,ARG1,proposition
endorse,endorse.01,ARG0,supporter
endorse,endorse.01,ARG1,thing/person supported
endorse,endorse.01,ARG2,for what
endorse,endorse.02,ARG0,signer
endorse,endorse.02,ARG1,thing signed
endow,endow.01,ARG0,giver
endow,endow.01,ARG1,gift
endow,endow.01,ARG2,given-to
endure,endure.01,ARG1,experiencer
endure,endure.01,ARG2,thing endured or period of time
energize,energize.01,ARG0,giver of energy
energize,energize.01,ARG1,recipient
energize,energize.01,ARG2,source of energy
enforce,enforce.01,ARG0,enforcer
enforce,enforce.01,ARG1,rule(s)
engage,engage.01,ARG0,causer of engagement
engage,engage.01,ARG1,entity sucked in
engage,engage.01,ARG2,thing involved in
engineer,engineer.01,ARG0,engineer
engineer,engineer.01,ARG1,thing made
engineer,engineer.01,ARG4,attribute of arg1
engrave,engrave.01,ARG0,engraver
engrave,engrave.01,ARG1,thing engraved
engrave,engrave.01,ARG2,inscription
engulf,engulf.01,ARG0,entity engulfing
engulf,engulf.01,ARG1,entity engulfed
enhance,enhance.01,ARG0,"causer of greatness, agent"
enhance,enhance.01,ARG1,thing enhanced
enhance,enhance.01,ARG2,instrument
enhance,enhance.01,ARG3,"enhanced by how much, EXT or MNR"
enjoin,enjoin.01,ARG0,"prohibiter, Agent"
enjoin,enjoin.01,ARG1,Theme (action or object being prevented)
enjoin,enjoin.01,ARG2,secondary predication on arg1 or action
enjoin,enjoin.01,ARG3,instrument
enjoy,enjoy.01,ARG0,enjoyer
enjoy,enjoy.01,ARG1,thing enjoyed
enlarge,enlarge.01,ARG0,causer of biggenment
enlarge,enlarge.01,ARG1,thing getting bigger
enlarge,enlarge.01,ARG2,EXT
enlarge,enlarge.01,ARG3,start point
enlarge,enlarge.01,ARG4,end point
enlighten,enlighten.01,ARG0,causer of knowledge
enlighten,enlighten.01,ARG1,enlightened entity
enlighten,enlighten.01,ARG2,"knowledge itself, topic"
enlighten,enlighten.01,ARG3,instrument
enlist,enlist.01,ARG0,signer
enlist,enlist.01,ARG1,impelled agent (often subsumed into arg0
enlist,enlist.01,ARG2,impelled action
enliven,enliven.01,ARG0,causer
enliven,enliven.01,ARG1,entity animated
enrage,enrage.01,ARG0,"causer of anger, agent"
enrage,enrage.01,ARG1,angry entity
enrage,enrage.01,ARG2,"instrument, if separate from arg0"
enrich,enrich.01,ARG0,"entity adding value, agent"
enrich,enrich.01,ARG1,thing becoming enriched
enrich,enrich.01,ARG2,vitamins (eg)
enroll,enroll.01,ARG0,"causer of enrollment, agent"
enroll,enroll.01,ARG1,entity enrolled
enroll,enroll.01,ARG2,enrolled in what
ensconce,ensconce.01,ARG0,"who put what where, agent"
ensconce,ensconce.01,ARG1,entity ensconced
ensconce,ensconce.01,ARG2,place
ensnarl,ensnarl.01,ARG0,"causer of tangle, agent"
ensnarl,ensnarl.01,ARG1,thing getting tangled
ensnarl,ensnarl.01,ARG2,explicit mention of tangle
ensue,ensue.01,ARG1,event
ensue,ensue.01,ARG2,"other action, cause"
ensure,ensure.01,ARG0,entity making guarantee
ensure,ensure.01,ARG1,guarantee
ensure,ensure.01,ARG2,"benefactive, guaranteed-to"
entail,entail.01,ARG0,antecedent
entail,entail.01,ARG1,consequence
entangle,entangle.01,ARG0,causer
entangle,entangle.01,ARG1,patient
entangle,entangle.01,ARG2,"trap, etc"
enter,enter.01,ARG0,entity entering
enter,enter.01,ARG1,place or thing entered
enter,enter.02,ARG0,submitter
enter,enter.02,ARG1,thing submitted
enter,enter.02,ARG2,submitted to
enter,enter.02,ARG3,benefactive
entertain,entertain.01,ARG0,entertainer
entertain,entertain.01,ARG1,entertained
entertain,entertain.01,ARG2,instrument
entertain,entertain.02,ARG0,considerer
entertain,entertain.02,ARG1,considered
entice,entice.01,ARG0,attractor
entice,entice.01,ARG1,thing attracted
entice,entice.01,ARG2,"thing attracted to, if separate from attractor"
entice,entice.01,ARG3,"instrument, if separate from attractor"
entitle,entitle.01,ARG0,allower
entitle,entitle.01,ARG1,action allowed
entitle,entitle.01,ARG2,explicit allowed-agent
entitle,entitle.02,ARG0,namer
entitle,entitle.02,ARG1,named
entitle,entitle.02,ARG2,name
entomb,entomb.01,ARG0,"who put what where, agent"
entomb,entomb.01,ARG1,corpse (I hope)
entomb,entomb.01,ARG2,tomb
entrance,entrance.01,ARG0,"causer of trance, agent"
entrance,entrance.01,ARG1,victim
entrance,entrance.01,ARG2,"instrument, when separate from arg0"
entrench,entrench.01,ARG0,thing causing entrenchment
entrench,entrench.01,ARG1,entity becoming more firm in its position
entrench,entrench.01,ARG2,position
entrust,entrust.01,ARG0,"entity giving up control, agent"
entrust,entrust.01,ARG1,entity entrusted
entrust,entrust.01,ARG2,entity entrusted to
entwine,entwine.01,ARG0,causer of mixture
entwine,entwine.01,ARG1,first ingredient
entwine,entwine.01,ARG2,other(s)
envisage,envisage.01,ARG0,thinker
envisage,envisage.01,ARG1,"object, thing under consideration"
envisage,envisage.01,ARG2,attribute
envision,envision.01,ARG0,imaginer
envision,envision.01,ARG1,imagined
envy,envy.01,ARG0,envier
envy,envy.01,ARG1,envied
envy,envy.01,ARG2,cause
epitomize,epitomize.01,ARG0,entity epitomizing
epitomize,epitomize.01,ARG1,entity epitomized
equal,equal.01,ARG1,focus of equation
equal,equal.01,ARG2,other side of equation
equate,equate.01,ARG0,"agent, declarer"
equate,equate.01,ARG1,first equal thing (or both)
equate,equate.01,ARG2,second equal thing
equip,equip.01,ARG0,provider
equip,equip.01,ARG1,entity getting equipment
equip,equip.01,ARG2,equipment
eradicate,eradicate.01,ARG0,"eliminator, agent"
eradicate,eradicate.01,ARG1,thing eliminate
erase,erase.01,ARG0,eraser
erase,erase.01,ARG1,"thing erased, mark"
erase,erase.01,ARG2,"medium, surface"
erase,erase.01,ARG3,"instrument, if separate from arg0"
erect,erect.01,ARG0,"constructor, agent"
erect,erect.01,ARG1,entity erected
erode,erode.01,ARG0,water or wind
erode,erode.01,ARG1,substance worn away
err,err.01,ARG0,"mistaken entity, agent"
erupt,erupt.01,ARG1,thing erupting
erupt,erupt.01,ARG2,substance spewing forth
erupt,erupt.02,ARG0,speaker
erupt,erupt.02,ARG1,utterance
erupt,erupt.02,ARG2,hearer
escalate,escalate.01,ARG0,causer
escalate,escalate.01,ARG1,thing becoming higher
escape,escape.01,ARG0,entity escaping
escape,escape.01,ARG1,place or thing escaped
eschew,eschew.01,ARG0,avoider
eschew,eschew.01,ARG1,thing avoided
escort,escort.01,ARG0,subject accompanier
escort,escort.01,ARG1,object accompanied
escort,escort.01,ARG3,start point
escort,escort.01,ARG4,end point
espouse,espouse.01,ARG0,haver of belief
espouse,espouse.01,ARG1,belief
establish,establish.01,ARG0,"agent, setter"
establish,establish.01,ARG1,thing set
establish,establish.01,ARG2,attribute
establish,establish.01,ARG3,benefactive
estimate,estimate.01,ARG0,estimator
estimate,estimate.01,ARG1,thing estimated
estimate,estimate.01,ARG2,"estimated-to-be, attribute of arg1"
estrange,estrange.01,ARG1,focussed party
estrange,estrange.01,ARG2,prepositional party
evacuate,evacuate.01,ARG0,causer of emptiness
evacuate,evacuate.01,ARG1,"enclosure, building, etc"
evacuate,evacuate.01,ARG2,people
evade,evade.01,ARG0,avoider
evade,evade.01,ARG1,thing avoided
evaluate,evaluate.01,ARG0,thinker
evaluate,evaluate.01,ARG1,action
evaporate,evaporate.01,ARG0,heat source
evaporate,evaporate.01,ARG1,"liquid, now vapor"
even_out,even.01,ARG0,"causer of evenness, agent"
even_out,even.01,ARG1,entity evened
evidence,evidence.01,ARG0,proof
evidence,evidence.01,ARG1,thing proved
evince,evince.01,ARG0,"shower, agent"
evince,evince.01,ARG1,thing shown
eviscerate.01,eviscerate.01,ARG0,remover
eviscerate.01,eviscerate.01,ARG1,victim
evoke,evoke.01,ARG0,evoker
evoke,evoke.01,ARG1,thing evoked
evoke,evoke.01,ARG2,instrument
evolve,evolve.01,ARG1,thing changing
evolve,evolve.01,ARG2,end state
evolve,evolve.01,ARG3,start state
evolve,evolve.02,ARG0,thing acquiring
evolve,evolve.02,ARG1,characteristics
exacerbate,exacerbate.01,ARG0,causer
exacerbate,exacerbate.01,ARG1,thing getting worse
exaggerate,exaggerate.01,ARG0,"liar liar, agent"
exaggerate,exaggerate.01,ARG1,thing exaggerated
examine,examine.01,ARG0,examiner
examine,examine.01,ARG1,thing examined
excavate,excavate.01,ARG0,"excavator, digger"
excavate,excavate.01,ARG1,hole
exceed,exceed.01,ARG0,thing that's more
exceed,exceed.01,ARG1,thing that's less
exceed,exceed.01,ARG2,"margin, difference"
excel,excel.01,ARG0,very good entity
excel,excel.01,ARG1,domain
exchange,exchange.01,ARG0,"agent, entity trading"
exchange,exchange.01,ARG1,thing being traded (away)
exchange,exchange.01,ARG2,other exchanger
exchange,exchange.01,ARG3,"other item in exchange, price, or premium, traded for or at"
exchange,exchange.01,ARG4,benefactive
excise,excise.01,ARG0,"remover, agent"
excise,excise.01,ARG1,entity excised
excise,excise.01,ARG2,excised from
excite,excite.01,ARG0,causer of excitement
excite,excite.01,ARG1,excited entity
excite,excite.01,ARG2,"instrument, if separate from arg0"
exclaim,exclaim.01,ARG0,speaker
exclaim,exclaim.01,ARG1,utterance
exclaim,exclaim.01,ARG2,hearer
exclude,exclude.01,ARG0,"agent, excluder"
exclude,exclude.01,ARG1,"patient, thing excluded"
exclude,exclude.01,ARG2,excluded-from
excoriate,excoriate.01,ARG0,speaker
excoriate,excoriate.01,ARG1,subject
excoriate,excoriate.01,ARG2,"grounds, reason"
excuse,excuse.01,ARG0,excuser
excuse,excuse.01,ARG1,excused
excuse,excuse.01,ARG2,crime
execute,execute.01,ARG0,killer
execute,execute.01,ARG1,corpse
execute,execute.01,ARG2,instrument
execute,execute.02,ARG0,"agent, doer"
execute,execute.02,ARG1,thing done
execute,execute.02,ARG2,"benefactive, done for or about"
execute,execute.02,ARG3,instrumental
exemplify,exemplify.01,ARG0,example
exemplify,exemplify.01,ARG1,of what
exempt,exempt.01,ARG0,"releaser, agent"
exempt,exempt.01,ARG1,entity exempted
exempt,exempt.01,ARG2,entity exempted from
exercise,exercise.01,ARG0,user
exercise,exercise.01,ARG1,"thing used, thing exercised"
exercise,exercise.02,ARG0,athlete
exert,exert.01,ARG0,"exerciser, agent"
exert,exert.01,ARG1,entity exerted
exert,exert.01,ARG2,exerted over
exhale,exhale.01,ARG0,"emitter, agent"
exhale,exhale.01,ARG1,air or vapor exhaled
exhaust,exhaust.01,ARG0,causer of tiredness
exhaust,exhaust.01,ARG1,thing becoming exhausted
exhibit,exhibit.01,ARG0,exhibiter
exhibit,exhibit.01,ARG1,thing seen/exhibition
exhibit,exhibit.01,ARG2,seer
exhort,exhort.01,ARG0,urger
exhort,exhort.01,ARG1,impelled agent
exhort,exhort.01,ARG2,impelled action
exile,exile.01,ARG0,"sender away, agent"
exile,exile.01,ARG1,exile
exile,exile.01,ARG2,"exiled from, homeland etc"
exist,exist.01,ARG1,thing existing
exist,exist.01,ARG2,secondary attribute
exit,exit.01,ARG0,departed entity
exit,exit.01,ARG1,place exited
exonerate,exonerate.01,ARG0,"freer from blame, agent"
exonerate,exonerate.01,ARG1,entity exonerated
exonerate,exonerate.01,ARG2,responsibility or blame
exorcise,exorcise.01,ARG0,exorcist
exorcise,exorcise.01,ARG1,evil spirits
exorcise,exorcise.01,ARG2,place haunted
expand,expand.01,ARG0,"causer of growth, agent"
expand,expand.01,ARG1,thing grown
expand,expand.01,ARG2,"amount increased by, EXT or MNR"
expand,expand.01,ARG3,start point
expand,expand.01,ARG4,end point
expect,expect.01,ARG0,expecter
expect,expect.01,ARG1,thing expected
expedite,expedite.01,ARG0,"causer of greater speed, agent"
expedite,expedite.01,ARG1,entity expedited
expel,expel.01,ARG0,"expeller, agent"
expel,expel.01,ARG1,entity expelled
expel,expel.01,ARG2,expelled from
expend,expend.01,ARG0,"spender, agent"
expend,expend.01,ARG1,entity expended
expend,expend.01,ARG2,entity expended on
experience,experience.01,ARG0,experiencer
experience,experience.01,ARG1,experienced
experiment,experiment.01,ARG0,"scientist, agent"
experiment,experiment.01,ARG1,experimental subject
experiment,experiment.01,ARG2,experimental method
expire,expire.01,ARG1,"commodity, thing expiring"
expire,expire.01,ARGM,expiration date
explain,explain.01,ARG0,explainer
explain,explain.01,ARG1,thing explained
explain,explain.01,ARG2,explained to
explode,explode.01,ARG0,"bomber, agent"
explode,explode.01,ARG1,bomb
explode,explode.01,ARG2,"attribute, end state"
explode,explode.02,ARG0,"causer of rapid growth, agent (rare)"
explode,explode.02,ARG1,thing getting bigger
explode,explode.02,ARG2,"amount increased by, EXT or MNR"
explode,explode.02,ARG3,start point
explode,explode.02,ARG4,end point
explode,explode.03,ARG1,thing overflowing
explode,explode.03,ARG2,substance
exploit,exploit.01,ARG0,User
exploit,exploit.01,ARG1,thing used
exploit,exploit.01,ARG2,purpose
explore,explore.01,ARG0,explorer
explore,explore.01,ARG1,"thing (place, stuff) explored"
export,export.01,ARG0,exporter
export,export.01,ARG1,product
export,export.01,ARG2,importer
expose,expose.01,ARG0,exposer
expose,expose.01,ARG1,thing seen/shown
expose,expose.01,ARG2,seer
expound,expound.01,ARG0,"expounder, speaker"
expound,expound.01,ARG1,"thing explained, topic"
express,express.01,ARG0,speaker
express,express.01,ARG1,utterance
express,express.01,ARG2,hearer
express,express.02,ARG0,sender
express,express.02,ARG1,thing sent
express,express.02,ARG2,sent-to
expunge,expunge.01,ARG0,entity removing
expunge,expunge.01,ARG1,thing being removed
expunge,expunge.01,ARG2,removed from
extend,extend.01,ARG0,"agent, entity making something be longer"
extend,extend.01,ARG1,"patient, thing getting longer"
extend,extend.01,ARG2,"EXT or TMP, by how much or until when"
extend,extend.01,ARG3,start point
extend,extend.01,ARG4,end point
extend,extend.02,ARG0,"giver, offerer"
extend,extend.02,ARG1,thing offered
extend,extend.02,ARG2,offered-to
extinguish,extinguish.01,ARG0,"extinguisher, agent"
extinguish,extinguish.01,ARG1,fire
extinguish,extinguish.01,ARG2,"instrument, if separate from arg0"
extort,extort.01,ARG0,"agent, extorter"
extort,extort.01,ARG1,money
extort,extort.01,ARG2,source
extract,extract.01,ARG0,"remover, agent"
extract,extract.01,ARG1,thing extracted
extract,extract.01,ARG2,entity extracted from
extradite,extradite.01,ARG0,"expeller, agent"
extradite,extradite.01,ARG1,entity expelled
extradite,extradite.01,ARG2,expelled from
extradite,extradite.01,ARG3,expelled to
extrapolate,extrapolate.01,ARG0,"thinker, agent"
extrapolate,extrapolate.01,ARG1,known information
extrapolate,extrapolate.01,ARG2,new information
extricate,extricate.01,ARG0,agent of removing
extricate,extricate.01,ARG1,thing removed
extricate,extricate.01,ARG2,from where
exude,exude.01,ARG0,oozer
exude,exude.01,ARG1,ooze
eye,eye.01,ARG0,watcher
eye,eye.01,ARG1,entity eyed
eyeball,eyeball.01,ARG0,looker
eyeball,eyeball.01,ARG1,looked at
fabricate,fabricate.01,ARG0,creator
fabricate,fabricate.01,ARG1,creation
fabricate,fabricate.01,ARG2,"created-from, thing changed"
fabricate,fabricate.01,ARG3,benefactive
face,face.01,ARG0,"looker, facer"
face,face.01,ARG1,"looked at, faced"
facilitate,facilitate.01,ARG0,thing helping
facilitate,facilitate.01,ARG1,thing being helped
factor,factor.01,ARG0,factorer
factor,factor.01,ARG1,thing included
factor,factor.01,ARG2,"calculation, or particle of direction"
fade,fade.01,ARG0,"agent, causing advance"
fade,fade.01,ARG1,thing advancing
fade,fade.01,ARG2,"EXT, amount advanced by"
fade,fade.01,ARG3,start point
fade,fade.01,ARG4,end point
fail,fail.01,ARG0,assessor of not failing (professor)
fail,fail.01,ARG1,thing failing
fail,fail.01,ARG2,task
fail,fail.01,ARG3,benefactive
fail,fail.02,ARG0,teacher
fail,fail.02,ARG1,student
faint,faint.01,ARG0,fainter
fake,fake.01,ARG0,"faker, agent"
fake,fake.01,ARG1,entity faked
fall,fall.01,ARG1,"Logical subject, patient, thing falling"
fall,fall.01,ARG2,"EXT, amount fallen"
fall,fall.01,ARG3,start point
fall,fall.01,ARG4,"end point, end state of arg1"
fall,fall.01,ARGM,medium
fall,fall.04,ARG1,thing occurring
fall,fall.04,ARG2,when/where
fall,fall.05,ARG1,loser
fall,fall.05,ARG2,winner or instrument of destruction
fall,fall.07,ARG0,new-found lover
fall,fall.07,ARG1,fixed: love
fall,fall.07,ARG2,with whom/what
fall_off,fall.02,ARG1,"Logical subject, patient, thing falling"
fall_off,fall.02,ARG2,"EXT, amount fallen"
fall_out,fall.03,ARG1,parties on bad terms
fall_through,fall.06,ARG1,non-event
falsify,falsify.01,ARG0,"faker, agent"
falsify,falsify.01,ARG1,entity falsified
falter,falter.01,ARG1,thing faltering
familiarize,familiarize.01,ARG0,"agent, causer of familiarity"
familiarize,familiarize.01,ARG1,entity becoming familiar
familiarize,familiarize.01,ARG2,familiar with
fan,fan.01,ARG0,"causer, agent"
fan,fan.01,ARG1,entity fanned
fancy,fancy.01,ARG0,supposer
fancy,fancy.01,ARG1,sentential arg
fancy,fancy.02,ARG0,wanter
fancy,fancy.02,ARG1,wanted
fantasize,fantasize.01,ARG0,dreamer
